athlete_name,year,points_earned,event_name,country,profile_url,stance,first_season,age,height(cm),weight(kg),beach,event_region,event_country
Sebastian Zietz,2018,3700,Oi Rio Pro,Hawaii,https://www.worldsurfleague.com/athletes/14/sebastian-zietz,Regular,2008 Men's QS,30,183,77,Itaúna,Saquarena,Brasil
Kanoa Igarashi,2018,3700,Tahiti Pro Teahupo'o,Japan,https://www.worldsurfleague.com/athletes/3896/kanoa-igarashi,Regular,2012 Men's JR,21,180,78,Teahupo'o,Tahiti,French Polynesia
Michael Rodrigues,2018,3700,Quiksilver Pro France,Brazil,https://www.worldsurfleague.com/athletes/2251/michael-rodrigues,Regular,2010 Men's QS,23,175,75,Hossegor,Landas,France
Adrian Buchan,2018,3700,Corona Bali Protected,Australia,https://www.worldsurfleague.com/athletes/575/adrian-buchan,Goofy,2003 Men's CT,36,175,75,Keramas,Bali,Indonesia
Jordy Smith,2018,3700,Surf Ranch Pro,South Africa,https://www.worldsurfleague.com/athletes/564/jordy-smith,Regular,2006 Men's CT,30,190,88,Surf Ranch,"Lemoore, California",USA
Adriano de Souza,2018,3700,Corona Bali Protected,Brazil,https://www.worldsurfleague.com/athletes/13/adriano-de-souza,Regular,2006 Men's CT,31,170,66,Keramas,Bali,Indonesia
Griffin Colapinto,2018,3700,J-Bay Open,United States,https://www.worldsurfleague.com/athletes/3165/griffin-colapinto,Regular,2011 Men's JR,20,178,78,Supertubes,Jeffreys Bay,South Africa
Adriano de Souza,2018,3700,J-Bay Open,Brazil,https://www.worldsurfleague.com/athletes/13/adriano-de-souza,Regular,2006 Men's CT,31,170,66,Supertubes,Jeffreys Bay,South Africa
Frederico Morais,2018,3700,J-Bay Open,Portugal,https://www.worldsurfleague.com/athletes/1343/frederico-morais,Regular,2008 Men's QS,26,185,81,Supertubes,Jeffreys Bay,South Africa
Wade Carmichael,2018,3700,Rip Curl Pro Bells Beach,Australia,https://www.worldsurfleague.com/athletes/2817/wade-carmichael,Regular,2011 Men's JR,25,180,86,Bells Beach,Victoria,Australia
Joel Parkinson,2018,3700,Billabong Pipe Masters,Australia,https://www.worldsurfleague.com/athletes/556/joel-parkinson,Regular,1999 Men's CT,37,183,82,Pipeline,Oahu,"Hawai, USA"
Ezekiel Lau,2018,3700,Tahiti Pro Teahupo'o,Hawaii,https://www.worldsurfleague.com/athletes/1957/ezekiel-lau,Regular,2008 Men's QS,24,186,92,Teahupo'o,Tahiti,French Polynesia
Conner Coffin,2018,3700,Rip Curl Pro Bells Beach,United States,https://www.worldsurfleague.com/athletes/1215/conner-coffin,Regular,2008 Men's QS,25,172,76,Bells Beach,Victoria,Australia
Joel Parkinson,2018,3700,J-Bay Open,Australia,https://www.worldsurfleague.com/athletes/556/joel-parkinson,Regular,1999 Men's CT,37,183,82,Supertubes,Jeffreys Bay,South Africa
Gabriel Medina,2018,3700,Corona Bali Protected,Brazil,https://www.worldsurfleague.com/athletes/1085/gabriel-medina,Goofy,2008 Men's QS,24,180,77,Keramas,Bali,Indonesia
Adrian Buchan,2018,3700,MEO Pro Portugal,Australia,https://www.worldsurfleague.com/athletes/575/adrian-buchan,Goofy,2003 Men's CT,36,175,75,Guincho,Cascais,Portugal
Jordy Smith,2022,3320,Surf City El Salvador Pro,South Africa,https://www.worldsurfleague.com/athletes/564/jordy-smith,Regular,2006 Men's CT,34,190,88,El Tunco,La libertad,El Salvador
Yago Dora,2019,3320,Quiksilver Pro France,Brazil,https://www.worldsurfleague.com/athletes/3994/yago-dora,Goofy,2012 Men's JR,23,181,77,Hossegor,Landas,France
Ryan Callinan,2021,3320,Billabong Pipe Masters,Australia,https://www.worldsurfleague.com/athletes/1760/ryan-callinan,Goofy,2009 Men's QS,29,183,80,Pipeline,Oahu,"Hawai, USA"
Kolohe Andino,2022,3320,Rip Curl Pro Bells Beach,United States,https://www.worldsurfleague.com/athletes/1164/kolohe-andino,Regular,2008 Men's QS,28,180,79,Bells Beach,Victoria,Australia
Nat Young,2022,3320,Rip Curl Pro Bells Beach,United States,https://www.worldsurfleague.com/athletes/139/nat-young,Goofy,2008 Men's QS,31,180,75,Bells Beach,Victoria,Australia
Barron Mamiya,2022,3320,Surf City El Salvador Pro,Hawaii,https://www.worldsurfleague.com/athletes/3962/barron-mamiya,Regular,2012 Men's JR,22,175,62,El Tunco,La libertad,El Salvador
Kolohe Andino,2021,3320,Corona Open Mexico,United States,https://www.worldsurfleague.com/athletes/1164/kolohe-andino,Regular,2008 Men's QS,27,180,79,Barra de la Cruz,Oaxaca,Mexico
Filipe Toledo,2022,3320,J-Bay Open,Brazil,https://www.worldsurfleague.com/athletes/1456/filipe-toledo,Regular,2009 Men's QS,27,175,70,Supertubes,Jeffreys Bay,South Africa
Ezekiel Lau,2019,3320,Quiksilver Pro France,Hawaii,https://www.worldsurfleague.com/athletes/1957/ezekiel-lau,Regular,2008 Men's QS,25,186,92,Hossegor,Landas,France
Rio Waida,2021,3320,Corona Open Mexico,Indonesia,https://www.worldsurfleague.com/athletes/9112/rio-waida,Regular,2015 Men's QS,21,170,64,Barra de la Cruz,Oaxaca,Mexico
Caio Ibelli,2022,3320,Surf City El Salvador Pro,Brazil,https://www.worldsurfleague.com/athletes/1291/caio-ibelli,Regular,2008 Men's QS,29,167,72,El Tunco,La libertad,El Salvador
Kelly Slater,2021,3320,Corona Open Mexico,United States,https://www.worldsurfleague.com/athletes/553/kelly-slater,Regular,1989 Men's CT,49,175,73,Barra de la Cruz,Oaxaca,Mexico
Miguel Pupo,2022,3320,J-Bay Open,Brazil,https://www.worldsurfleague.com/athletes/688/miguel-pupo,Goofy,2008 Men's QS,30,175,73,Supertubes,Jeffreys Bay,South Africa
Griffin Colapinto,2022,3320,J-Bay Open,United States,https://www.worldsurfleague.com/athletes/3165/griffin-colapinto,Regular,2011 Men's JR,24,178,78,Supertubes,Jeffreys Bay,South Africa
Joan Duru,2019,3320,Tahiti Pro Teahupo'o,France,https://www.worldsurfleague.com/athletes/621/joan-duru,Goofy,2006 Men's CT,30,177,77,Teahupo'o,Tahiti,French Polynesia
Deivid Silva,2019,3320,Tahiti Pro Teahupo'o,Brazil,https://www.worldsurfleague.com/athletes/2760/deivid-silva,Goofy,2011 Men's JR,24,168,68,Teahupo'o,Tahiti,French Polynesia
Griffin Colapinto,2019,3320,Tahiti Pro Teahupo'o,United States,https://www.worldsurfleague.com/athletes/3165/griffin-colapinto,Regular,2011 Men's JR,21,178,78,Teahupo'o,Tahiti,French Polynesia
Sebastian Zietz,2019,3320,Margaret River Pro,Hawaii,https://www.worldsurfleague.com/athletes/14/sebastian-zietz,Regular,2008 Men's QS,31,183,77,Main Breack,Margaret River,Australia
Jack Freestone,2019,3320,Tahiti Pro Teahupo'o,Australia,https://www.worldsurfleague.com/athletes/2112/jack-freestone,Regular,2010 Men's QS,27,185,86,Teahupo'o,Tahiti,French Polynesia
Peterson Crisanto,2019,3320,Margaret River Pro,Brazil,https://www.worldsurfleague.com/athletes/482/peterson-crisanto,Regular,2008 Men's QS,27,166,72,Main Breack,Margaret River,Australia
Conner Coffin,2019,3320,Margaret River Pro,United States,https://www.worldsurfleague.com/athletes/1215/conner-coffin,Regular,2008 Men's QS,26,172,76,Main Breack,Margaret River,Australia
Willian Cardoso,2019,3320,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/622/willian-cardoso,Regular,2008 Men's QS,33,179,95,Snapper Rocks,"Gold Coast, Queensland",Australia
Michel Bourez,2019,3320,Margaret River Pro,France,https://www.worldsurfleague.com/athletes/593/michel-bourez,Regular,2007 Men's CT,33,175,80,Main Breack,Margaret River,Australia
Michel Bourez,2019,3320,Tahiti Pro Teahupo'o,France,https://www.worldsurfleague.com/athletes/593/michel-bourez,Regular,2007 Men's CT,33,175,80,Teahupo'o,Tahiti,French Polynesia
Owen Wright,2019,3320,Margaret River Pro,Australia,https://www.worldsurfleague.com/athletes/297/owen-wright,Goofy,2006 Men's CT,29,190,81,Main Breack,Margaret River,Australia
Julian Wilson,2019,3320,Tahiti Pro Teahupo'o,Australia,https://www.worldsurfleague.com/athletes/763/julian-wilson,Regular,2007 Men's CT,30,183,82,Teahupo'o,Tahiti,French Polynesia
Kelly Slater,2019,3320,Margaret River Pro,United States,https://www.worldsurfleague.com/athletes/553/kelly-slater,Regular,1989 Men's CT,47,175,73,Main Breack,Margaret River,Australia
Kanoa Igarashi,2019,3320,Margaret River Pro,Japan,https://www.worldsurfleague.com/athletes/3896/kanoa-igarashi,Regular,2012 Men's JR,22,180,78,Main Breack,Margaret River,Australia
Filipe Toledo,2019,3320,Tahiti Pro Teahupo'o,Brazil,https://www.worldsurfleague.com/athletes/1456/filipe-toledo,Regular,2009 Men's QS,24,175,70,Teahupo'o,Tahiti,French Polynesia
Kauli Vaast,2019,3320,Tahiti Pro Teahupo'o,France,https://www.worldsurfleague.com/athletes/8990/kauli-vaast,Goofy,2015 Men's JR,17,176,70,Teahupo'o,Tahiti,French Polynesia
Gabriel Medina,2021,3320,Margaret River Pro,Brazil,https://www.worldsurfleague.com/athletes/1085/gabriel-medina,Goofy,2008 Men's QS,27,180,77,Main Breack,Margaret River,Australia
Yago Dora,2021,3320,Corona Open Mexico,Brazil,https://www.worldsurfleague.com/athletes/3994/yago-dora,Goofy,2012 Men's JR,25,181,77,Barra de la Cruz,Oaxaca,Mexico
Jeremy Flores,2021,3320,Corona Open Mexico,France,https://www.worldsurfleague.com/athletes/562/jeremy-flores,Regular,2006 Men's CT,33,173,72,Barra de la Cruz,Oaxaca,Mexico
Peterson Crisanto,2021,3320,Margaret River Pro,Brazil,https://www.worldsurfleague.com/athletes/482/peterson-crisanto,Regular,2008 Men's QS,29,166,72,Main Breack,Margaret River,Australia
Caio Ibelli,2021,3320,Margaret River Pro,Brazil,https://www.worldsurfleague.com/athletes/1291/caio-ibelli,Regular,2008 Men's QS,28,167,72,Main Breack,Margaret River,Australia
Caio Ibelli,2022,3320,J-Bay Open,Brazil,https://www.worldsurfleague.com/athletes/1291/caio-ibelli,Regular,2008 Men's QS,29,167,72,Supertubes,Jeffreys Bay,South Africa
Julian Wilson,2021,3320,Margaret River Pro,Australia,https://www.worldsurfleague.com/athletes/763/julian-wilson,Regular,2007 Men's CT,32,183,82,Main Breack,Margaret River,Australia
Jeremy Flores,2021,3320,Margaret River Pro,France,https://www.worldsurfleague.com/athletes/562/jeremy-flores,Regular,2006 Men's CT,33,173,72,Main Breack,Margaret River,Australia
Jadson Andre,2021,3320,Margaret River Pro,Brazil,https://www.worldsurfleague.com/athletes/466/jadson-andre,Goofy,2008 Men's QS,31,170,70,Main Breack,Margaret River,Australia
Kelly Slater,2022,3320,J-Bay Open,United States,https://www.worldsurfleague.com/athletes/553/kelly-slater,Regular,1989 Men's CT,50,175,73,Supertubes,Jeffreys Bay,South Africa
Mikey Wright,2019,3320,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/3830/mikey-wright,Regular,2012 Men's JR,23,183,80,Snapper Rocks,"Gold Coast, Queensland",Australia
Jadson Andre,2021,3320,Corona Open Mexico,Brazil,https://www.worldsurfleague.com/athletes/466/jadson-andre,Goofy,2008 Men's QS,31,170,70,Barra de la Cruz,Oaxaca,Mexico
Nat Young,2022,3320,J-Bay Open,United States,https://www.worldsurfleague.com/athletes/139/nat-young,Goofy,2008 Men's QS,31,180,75,Supertubes,Jeffreys Bay,South Africa
Yago Dora,2022,3320,Surf City El Salvador Pro,Brazil,https://www.worldsurfleague.com/athletes/3994/yago-dora,Goofy,2012 Men's JR,26,181,77,El Tunco,La libertad,El Salvador
Frederico Morais,2021,3320,Margaret River Pro,Portugal,https://www.worldsurfleague.com/athletes/1343/frederico-morais,Regular,2008 Men's QS,29,185,81,Main Breack,Margaret River,Australia
Kanoa Igarashi,2021,3320,Margaret River Pro,Japan,https://www.worldsurfleague.com/athletes/3896/kanoa-igarashi,Regular,2012 Men's JR,24,180,78,Main Breack,Margaret River,Australia
Ethan Ewing,2021,3320,Corona Open Mexico,Australia,https://www.worldsurfleague.com/athletes/4133/ethan-ewing,Regular,2012 Men's JR,23,178,77,Barra de la Cruz,Oaxaca,Mexico
Jake Marshall,2022,3320,Surf City El Salvador Pro,United States,https://www.worldsurfleague.com/athletes/3122/jake-marshall,Regular,2011 Men's JR,23,182,74,El Tunco,La libertad,El Salvador
Willian Cardoso,2019,3320,Surf Ranch Pro,Brazil,https://www.worldsurfleague.com/athletes/622/willian-cardoso,Regular,2008 Men's QS,33,179,95,Surf Ranch,"Lemoore, California",USA
Wade Carmichael,2019,3320,Quiksilver Pro France,Australia,https://www.worldsurfleague.com/athletes/2817/wade-carmichael,Regular,2011 Men's JR,26,180,86,Hossegor,Landas,France
Jordy Smith,2021,3320,Rip Curl Rottnest Search,South Africa,https://www.worldsurfleague.com/athletes/564/jordy-smith,Regular,2006 Men's CT,33,190,88,Rottnest Island,Western Australia,Australia
Michel Bourez,2021,3320,Rip Curl Rottnest Search,France,https://www.worldsurfleague.com/athletes/593/michel-bourez,Regular,2007 Men's CT,35,175,80,Rottnest Island,Western Australia,Australia
Owen Wright,2021,3320,Rip Curl Rottnest Search,Australia,https://www.worldsurfleague.com/athletes/297/owen-wright,Goofy,2006 Men's CT,31,190,81,Rottnest Island,Western Australia,Australia
Seth Moniz,2021,3320,Rip Curl Rottnest Search,Hawaii,https://www.worldsurfleague.com/athletes/3955/seth-moniz,Regular,2012 Men's JR,24,170,68,Rottnest Island,Western Australia,Australia
Italo Ferreira,2022,3320,Billabong Pipe Masters,Brazil,https://www.worldsurfleague.com/athletes/1737/italo-ferreira,Goofy,2009 Men's QS,28,168,68,Pipeline,Oahu,"Hawai, USA"
Adriano de Souza,2021,3320,Rip Curl Rottnest Search,Brazil,https://www.worldsurfleague.com/athletes/13/adriano-de-souza,Regular,2006 Men's CT,34,170,66,Rottnest Island,Western Australia,Australia
Leonardo Fioravanti,2021,3320,Rip Curl Rottnest Search,Italy,https://www.worldsurfleague.com/athletes/2656/leonardo-fioravanti,Regular,2011 Men's JR,23,180,80,Rottnest Island,Western Australia,Australia
Filipe Toledo,2022,3320,Billabong Pipe Masters,Brazil,https://www.worldsurfleague.com/athletes/1456/filipe-toledo,Regular,2009 Men's QS,27,175,70,Pipeline,Oahu,"Hawai, USA"
Jordy Smith,2022,3320,Billabong Pipe Masters,South Africa,https://www.worldsurfleague.com/athletes/564/jordy-smith,Regular,2006 Men's CT,34,190,88,Pipeline,Oahu,"Hawai, USA"
Joan Duru,2019,3320,Oi Rio Pro,France,https://www.worldsurfleague.com/athletes/621/joan-duru,Goofy,2006 Men's CT,30,177,77,Itaúna,Saquarena,Brasil
Michael Rodrigues,2019,3320,Oi Rio Pro,Brazil,https://www.worldsurfleague.com/athletes/2251/michael-rodrigues,Regular,2010 Men's QS,24,175,75,Itaúna,Saquarena,Brasil
Jesse Mendes,2019,3320,Oi Rio Pro,Italy,https://www.worldsurfleague.com/athletes/700/jesse-mendes,Goofy,2008 Men's QS,26,186,79,Itaúna,Saquarena,Brasil
Deivid Silva,2019,3320,Oi Rio Pro,Brazil,https://www.worldsurfleague.com/athletes/2760/deivid-silva,Goofy,2011 Men's JR,24,168,68,Itaúna,Saquarena,Brasil
Wade Carmichael,2019,3320,Oi Rio Pro,Australia,https://www.worldsurfleague.com/athletes/2817/wade-carmichael,Regular,2011 Men's JR,26,180,86,Itaúna,Saquarena,Brasil
Griffin Colapinto,2019,3320,Oi Rio Pro,United States,https://www.worldsurfleague.com/athletes/3165/griffin-colapinto,Regular,2011 Men's JR,21,178,78,Itaúna,Saquarena,Brasil
Mikey Wright,2021,3320,Rip Curl Rottnest Search,Australia,https://www.worldsurfleague.com/athletes/3830/mikey-wright,Regular,2012 Men's JR,25,183,80,Rottnest Island,Western Australia,Australia
Filipe Toledo,2022,3320,Margaret River Pro,Brazil,https://www.worldsurfleague.com/athletes/1456/filipe-toledo,Regular,2009 Men's QS,27,175,70,Main Breack,Margaret River,Australia
Kelly Slater,2019,3320,Oi Rio Pro,United States,https://www.worldsurfleague.com/athletes/553/kelly-slater,Regular,1989 Men's CT,47,175,73,Itaúna,Saquarena,Brasil
Kolohe Andino,2022,3320,Margaret River Pro,United States,https://www.worldsurfleague.com/athletes/1164/kolohe-andino,Regular,2008 Men's QS,28,180,79,Main Breack,Margaret River,Australia
Deivid Silva,2019,3320,Surf Ranch Pro,Brazil,https://www.worldsurfleague.com/athletes/2760/deivid-silva,Goofy,2011 Men's JR,24,168,68,Surf Ranch,"Lemoore, California",USA
Ezekiel Lau,2019,3320,Surf Ranch Pro,Hawaii,https://www.worldsurfleague.com/athletes/1957/ezekiel-lau,Regular,2008 Men's QS,25,186,92,Surf Ranch,"Lemoore, California",USA
Wade Carmichael,2019,3320,Surf Ranch Pro,Australia,https://www.worldsurfleague.com/athletes/2817/wade-carmichael,Regular,2011 Men's JR,26,180,86,Surf Ranch,"Lemoore, California",USA
Ethan Ewing,2022,3320,Oi Rio Pro,Australia,https://www.worldsurfleague.com/athletes/4133/ethan-ewing,Regular,2012 Men's JR,24,178,77,Itaúna,Saquarena,Brasil
Caio Ibelli,2022,3320,Oi Rio Pro,Brazil,https://www.worldsurfleague.com/athletes/1291/caio-ibelli,Regular,2008 Men's QS,29,167,72,Itaúna,Saquarena,Brasil
Jadson Andre,2022,3320,Margaret River Pro,Brazil,https://www.worldsurfleague.com/athletes/466/jadson-andre,Goofy,2008 Men's QS,32,170,70,Main Breack,Margaret River,Australia
Kelly Slater,2019,3320,Surf Ranch Pro,United States,https://www.worldsurfleague.com/athletes/553/kelly-slater,Regular,1989 Men's CT,47,175,73,Surf Ranch,"Lemoore, California",USA
Barron Mamiya,2022,3320,Billabong Pipe Masters,Hawaii,https://www.worldsurfleague.com/athletes/3962/barron-mamiya,Regular,2012 Men's JR,22,175,62,Pipeline,Oahu,"Hawai, USA"
Barron Mamiya,2022,3320,Margaret River Pro,Hawaii,https://www.worldsurfleague.com/athletes/3962/barron-mamiya,Regular,2012 Men's JR,22,175,62,Main Breack,Margaret River,Australia
Kanoa Igarashi,2019,3320,Surf Ranch Pro,Japan,https://www.worldsurfleague.com/athletes/3896/kanoa-igarashi,Regular,2012 Men's JR,22,180,78,Surf Ranch,"Lemoore, California",USA
Caio Ibelli,2022,3320,Margaret River Pro,Brazil,https://www.worldsurfleague.com/athletes/1291/caio-ibelli,Regular,2008 Men's QS,29,167,72,Main Breack,Margaret River,Australia
Miguel Pupo,2022,3320,Margaret River Pro,Brazil,https://www.worldsurfleague.com/athletes/688/miguel-pupo,Goofy,2008 Men's QS,30,175,73,Main Breack,Margaret River,Australia
Italo Ferreira,2019,3320,Surf Ranch Pro,Brazil,https://www.worldsurfleague.com/athletes/1737/italo-ferreira,Goofy,2009 Men's QS,25,168,68,Surf Ranch,"Lemoore, California",USA
Nat Young,2022,3320,Oi Rio Pro,United States,https://www.worldsurfleague.com/athletes/139/nat-young,Goofy,2008 Men's QS,31,180,75,Itaúna,Saquarena,Brasil
Michel Bourez,2019,3320,Oi Rio Pro,France,https://www.worldsurfleague.com/athletes/593/michel-bourez,Regular,2007 Men's CT,33,175,80,Itaúna,Saquarena,Brasil
Jordy Smith,2019,3320,J-Bay Open,South Africa,https://www.worldsurfleague.com/athletes/564/jordy-smith,Regular,2006 Men's CT,31,190,88,Supertubes,Jeffreys Bay,South Africa
Jadson Andre,2021,3320,Billabong Pipe Masters,Brazil,https://www.worldsurfleague.com/athletes/466/jadson-andre,Goofy,2008 Men's QS,31,170,70,Pipeline,Oahu,"Hawai, USA"
Miguel Pupo,2022,3320,Quiksilver Pro G-Land,Brazil,https://www.worldsurfleague.com/athletes/688/miguel-pupo,Goofy,2008 Men's QS,30,175,73,G-Land,Java,Indonesia
Kanoa Igarashi,2019,3320,Quiksilver Pro Gold Coast,Japan,https://www.worldsurfleague.com/athletes/3896/kanoa-igarashi,Regular,2012 Men's JR,22,180,78,Snapper Rocks,"Gold Coast, Queensland",Australia
Owen Wright,2019,3320,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/297/owen-wright,Goofy,2006 Men's CT,29,190,81,Snapper Rocks,"Gold Coast, Queensland",Australia
Miguel Pupo,2021,3320,Billabong Pipe Masters,Brazil,https://www.worldsurfleague.com/athletes/688/miguel-pupo,Goofy,2008 Men's QS,29,175,73,Pipeline,Oahu,"Hawai, USA"
Gabriel Medina,2019,3320,Quiksilver Pro France,Brazil,https://www.worldsurfleague.com/athletes/1085/gabriel-medina,Goofy,2008 Men's QS,25,180,77,Hossegor,Landas,France
Italo Ferreira,2022,3320,Quiksilver Pro G-Land,Brazil,https://www.worldsurfleague.com/athletes/1737/italo-ferreira,Goofy,2009 Men's QS,28,168,68,G-Land,Java,Indonesia
Ethan Ewing,2022,3320,Quiksilver Pro G-Land,Australia,https://www.worldsurfleague.com/athletes/4133/ethan-ewing,Regular,2012 Men's JR,24,178,77,G-Land,Java,Indonesia
Julian Wilson,2019,3320,Quiksilver Pro France,Australia,https://www.worldsurfleague.com/athletes/763/julian-wilson,Regular,2007 Men's CT,30,183,82,Hossegor,Landas,France
Miguel Pupo,2021,3320,Surf Ranch Pro,Brazil,https://www.worldsurfleague.com/athletes/688/miguel-pupo,Goofy,2008 Men's QS,29,175,73,Surf Ranch,"Lemoore, California",USA
John John Florence,2022,3320,Quiksilver Pro G-Land,Hawaii,https://www.worldsurfleague.com/athletes/199/john-john-florence,Regular,2008 Men's QS,29,186,79,G-Land,Java,Indonesia
Michel Bourez,2019,3320,Quiksilver Pro Gold Coast,France,https://www.worldsurfleague.com/athletes/593/michel-bourez,Regular,2007 Men's CT,33,175,80,Snapper Rocks,"Gold Coast, Queensland",Australia
